0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,750439,778907,674545,561512,448742,339617,238745,152247,87476,49152,27486,15019,7848,3843,1798,776,311,107,35,11,3
